filename;rms_mean;rms_std;zcr_mean;zcr_std;tempo;n_beats;spectral_centroid_mean;spectral_centroid_std;spectral_rolloff_mean;mfcc_1_mean;mfcc_1_std;mfcc_2_mean;mfcc_2_std;mfcc_3_mean;mfcc_3_std;mfcc_4_mean;mfcc_4_std;mfcc_5_mean;mfcc_5_std;mfcc_6_mean;mfcc_6_std;mfcc_7_mean;mfcc_7_std;mfcc_8_mean;mfcc_8_std;mfcc_9_mean;mfcc_9_std;mfcc_10_mean;mfcc_10_std;mfcc_11_mean;mfcc_11_std;mfcc_12_mean;mfcc_12_std;mfcc_13_mean;mfcc_13_std;chroma_stft_mean;chroma_stft_std
Devin Wild - Meltdown (Devin Wild 2020 Kick Edit).mp3;3297746;17264752;1,18E+16;6,70E+15;[151.99908088];254;2,88E+16;7,53E+15;6,24E+15;13256839;7683234;68859985;28089008;-6658515;2040112;11999392;14511123;-27344987;12002423;49215007;11310847;-29728498;10305765;3844911;9361235;29468647;9013052;43142724;7546813;-16496333;68921885;43461037;75617733;32467172;75073323;4288513;2970442
Devin Wild - Meltdown.mp3;24897988;14723499;1,10E+16;6,58E+15;[151.99908088];382;2,64E+16;7,77E+15;5,59E+15;-27725378;10550188;7480746;29675404;-5551977;14620152;16825123;11597704;-33132439;8551682;52664165;9162785;-82835364;8109842;39687274;7871468;-16790718;8497525;5163623;7295629;-15740275;8400702;5601147;8313767;41853867;7255931;42014894;3037913
Devin Wild - Rescue Me 2020.mp3;23618452;18351872;1,11E+16;7,82E+15;[151.99908088];572;2,62E+15;9,71E+15;5,38E+15;-58561142;10797574;75842384;43222897;-11743715;22148378;13019592;17362122;-314897;152672825;4579871;14570086;-10870395;12898154;30624533;12825767;5664302;12082236;6382741;11743972;-46295652;11103175;17218446;9501761;-6307806;8321656;42253736;2993587
Devin Wild - Rescue Me.mp3;25408435;17034487;1,15E+16;7,38E+15;[151.99908088];449;2,58E+15;9,86E+15;5,46E+15;-46764385;12322291;8656561;45827335;-6322286;20150867;61280556;16720203;-6891593;1401391;9032893;12306537;10682719;11472464;40434065;10781905;17002053;9342894;5553428;9095533;-32518032;9168923;37575624;8758879;-14103137;8315954;429283;2953959
Diamond Eyes - Flutter.mp3;29573476;13575642;8,52E+15;5,44E+14;[161.49902344];593;2,25E+16;1,09E+16;4,90E+15;-5350027;1195757;9544425;4304997;5100868;3026937;7066056;18692799;-16478461;1698757;8226468;13226213;-13691409;11861225;30377178;1251709;-15089478;1028842;2858048;10557387;-50814114;1031441;-24371493;10111707;-15582429;10585045;372653;30293012
Diamond Eyes - Stars.mp3;30977216;12679458;1,09E+16;4,98E+16;[71.77734375];264;2,89E+16;8,13E+15;6,51E+14;-1234579;9703274;666867;2682123;449768;19421682;11159536;16203133;4254433;14219884;33840954;16702808;-43694105;1524107;24963777;131341505;-9474452;18296637;20335317;10191074;-8602061;10085397;-11274776;9339662;36723256;9490669;39326268;29025185
Different Heaven & EH!DE - My Heart  - YouTube www.my-free-mp3.net .mp3;29511464;1327912;1,11E+16;7,38E+15;[172.265625];766;3,21E+16;6,51E+15;6,87E+14;-22270266;6823555;46787575;2251061;9649786;16208807;17496214;13170874;24763653;12084664;8061462;135985;-10495268;10601556;53058558;12942304;15297979;1366123;7415614;13250238;-5453631;13319355;312489;12477464;-35009181;11279346;41180298;3039805
Different Heaven - Safe & Sound.mp3;2285117;14201204;1,16E+16;8,34E+15;[129.19921875];373;2,56E+16;1,02E+16;5,32E+16;-6178773;10458282;7968502;41082928;-5775978;26889172;8505337;18063086;-72839813;16298567;6022543;14466217;-66586256;14322182;-6593284;14786287;-73095927;13192402;-5621858;12603611;-6051277;10971218;7506932;10418098;-45040574;10137406;35531655;30268857
Different Heaven - Strangers (feat. Roseanna Brown).mp3;22723736;1035646;1,21E+16;6,50E+15;[107.66601562];370;2,80E+15;8,83E+15;5,89E+15;-52759506;10334584;67140175;3311881;-1500047;23693748;773294;19588343;-23203857;1774845;-50047483;17744682;-57900486;15026049;-25944645;14692305;-35942934;11859166;23905373;13433153;-76824875;11563053;22048173;10981076;-89996237;12047061;33463457;30536187
Digital Mindz - Break The Moment.mp3;2958087;15308236;1,35E+16;7,13E+15;[103.359375];393;3,00E+15;7,49E+15;6,30E+14;-9187662;12238415;6576809;29638899;-5520415;17472963;16559053;11454497;-12511451;9049517;20785308;9476077;-36280375;8105834;13526781;8716666;-1211081;75833755;4783738;74424806;-30836248;71859436;28716507;65725436;-1913939;67081957;44125688;2901503
Digital Mindz - Fortify.mp3;29735124;13738503;7,79E+15;5,01E+16;[151.99908088];375;2,46E+15;6,57E+15;5,50E+15;-27437359;100461205;8531856;24328371;39269886;16525913;15789384;12360757;15743136;10841762;59762115;10486292;37005012;10496757;13087946;10719886;92129487;8040372;70201197;821235;14261981;8806398;6925327;8114539;34007928;7170351;4454286;2864874
Digital Mindz - Out Of Reach.mp3;2668925;14279439;1,11E+16;5,61E+16;[103.359375];432;2,83E+15;7,04E+15;6,40E+15;-11368844;10199286;7395738;20562115;20339213;1656778;8910377;12846464;9056796;11598605;18404961;12204119;-30445604;10428244;914539;10076722;-57119093;8353012;38440604;7233184;-21768734;64928007;34069693;63163857;5080235;6563298;43219498;2817529
Digital Mindz - Singularity.mp3;31386685;1575224;9,53E+15;6,76E+15;[151.99908088];578;2,64E+16;6,94E+15;5,88E+15;-8683153;9519573;79871574;2601813;12897941;15362274;1384175;11564773;-15369526;88131695;6910033;868605;-6646193;72051196;4260838;7460535;101863556;71894507;4996558;71902814;16552384;66009564;8296625;66206937;2944577;76086316;47902772;28062898
Digital Mindz - Universe.mp3;24595746;12635604;9,76E+15;5,30E+15;[151.99908088];670;2,56E+15;6,73E+15;5,60E+14;-20971739;8457888;884117;27046988;-23864944;15466996;15033863;18127558;-16882968;14128938;18384432;12594293;-18230135;11687668;15705872;9521973;-42079797;9733608;44211693;9531651;-8760026;8670931;6314066;8195281;-3523814;8352309;4874663;27424607
Dillon Francis & Alison Wonderland - Lost My Mind.mp3;2605521;18715093;1,02E+16;7,11E+15;[161.49902344];616;2,60E+16;1,13E+16;5,48E+15;-8651252;11893521;7156058;4125442;6810682;3433434;16730106;21950909;306904;14363811;14392151;14010955;6332709;13288079;38573146;14108501;2332029;11546669;27088685;10036269;-1201523;11738419;36812034;11663555;-13906802;104657755;43781635;3102056
Dillon Francis & Boombox Cartel feat. Desiigner - Drip (Original Mix).mp3;35695204;14385591;1,43E+16;7,22E+15;[161.49902344];512;2,93E+16;8,74E+15;5,89E+15;10290421;88073524;63321552;3605583;-17896936;25939375;22246422;2103093;3342755;1516466;7963367;12297484;-7291492;12568113;632325;14339025;-24727745;11070372;43662252;9691453;-1192307;10497709;45654206;9700306;-5557149;96527;4657061;2964329
Dimitri Vegas & Like Mike - All I Need (DVLM & Bassjackers VIP) (feat. Gucci Mane).mp3;261251;15612695;1,30E+15;8,91E+15;[151.99908088];482;3,06E+15;9,84E+15;6,55E+15;-45876755;78396194;60772686;31527422;64138083;27397108;17643;1923139;51464;15572251;8043894;14284558;24567602;12204761;6498012;14443386;34897788;123807955;3687858;11332138;-2665429;11185068;42893586;9692872;-19442037;949534;4174545;30387825
Dimitri Vegas & Like Mike - All I Need (feat. Gucci Mane) [prod. by Angemi].mp3;23519647;78480825;1,58E+16;8,47E+15;[151.99908088];442;3,37E+16;1,01E+16;7,01E+15;-26337994;9105089;5903156;35857327;9571073;22700113;13027477;15656281;-5556906;13313271;5122508;11991052;10122887;956856;-12458756;10556927;9611832;10029971;2862233;8995565;-37896922;9144951;4670728;8083482;-28200521;78498554;3912151;2964337
Dimitri Vegas & Like Mike - Santa Claus is Coming to Town (Dailucia Remix).mp3;24743713;14886853;1,32E+16;8,16E+15;[151.99908088];397;2,79E+16;9,31E+15;5,78E+15;-2703675;123463806;6933979;2826684;-9913394;2301928;159032755;16186062;4963198;12023763;78169255;10554751;25323296;9620426;70167856;9710863;14933918;7680737;62635922;7622744;-28262432;9883583;2060607;7546928;86899275;75326977;4119555;28294933
Dimitri Vegas & Like Mike - Selfish (feat. Era Istrefi) (Angemi Remix).mp3;34090188;11479434;1,20E+16;7,71E+15;[151.99908088];590;2,85E+15;9,92E+15;6,12E+15;22732148;8944517;7216104;31479773;34743361;20064766;22569553;14368327;10810009;12602495;5786444;12823413;60363894;9308122;4494752;11576132;6357986;8679465;7028222;8390504;17209612;76995816;43511686;7720029;-31359096;7722928;4366641;29514965
Dimitri Vegas & Like Mike - Stay a While (Angemi Remix).mp3;28734604;15278918;9,68E+15;5,37E+15;[143.5546875];420;2,35E+15;9,03E+15;4,86E+15;-5958243;1326299;8361705;42982292;-18390635;25380316;-23128365;28708735;5802131;19232439;-5146882;1390084;-16632569;1528076;-19186027;14565388;-36015124;13102655;-96081084;12765292;-38534935;12417655;32115588;11660563;-89934275;1104096;3682673;30028802
Dimitri Vegas & Like Mike vs Ummet Ozcan - The Hum (Latwer Remix) my-free-mp3s.com .mp3;2936453;13032973;1,14E+16;7,78E+14;[129.19921875];541;2,41E+16;1,00E+16;5,01E+16;-18004238;112326225;8524892;46721413;-11433058;23598787;2041922;15811019;7202167;12566788;14196436;10591722;31608255;9626631;10676658;9824262;-4585822;9320413;43557663;8350402;14704825;6784004;53878164;67296786;5159554;72704926;5337975;2785277
Dimitri Vegas & Like Mike vs. Angemi - K20 (Original Mix).mp3;96383855;48273616;1,00E+16;5,02E+15;[80.74951172];202;2,37E+16;8,45E+15;4,88E+15;-14630215;9246991;8786262;3643666;-25311644;23519184;6250897;1895742;-6226276;1892731;40135775;15603149;-16468121;13631919;16692959;11870264;-33033347;959944;16999061;9037851;-11917456;9405721;-15201087;10638908;-9247613;11510927;36700866;30963057
Dimitri Vegas & Like Mike vs. Bassjackers - You're Next.mp3;3166443;15955144;7,95E+15;5,65E+15;[107.66601562];296;2,25E+16;8,52E+15;5,02E+15;-43941437;8436364;9126206;346319;17365239;24370747;18421343;15826052;7844448;1263958;14336148;11299501;15196872;9457618;72894254;9474806;-35358753;9992763;93801296;96590395;-31483557;9137334;12947495;9346635;-28085666;8414143;5000272;2865334
Dimitri Vegas & Like Mike vs. John Christian - Turn Up.mp3;29057494;15542912;1,19E+16;6,49E+15;[129.19921875];544;2,77E+16;6,69E+15;5,97E+15;-422948;10698374;714181;2283598;-16448702;18850004;47875485;14631295;-15479571;13481646;7951232;11847545;-5724981;11543323;5084196;10341357;-26894102;9613321;7806754;10392243;40943193;985258;7033018;8824089;30861795;8224593;55617195;2664584
Dimitri Vegas & Like Mike vs. Nicky Romero - Everybody Clap.mp3;24960057;17965084;1,34E+16;9,81E+15;[129.19921875];301;3,12E+16;7,92E+15;6,57E+14;-47999893;100338745;51985615;28902725;-4198714;20001705;15909664;16701885;-14339278;14668784;14072865;12220232;33923013;12896864;11269642;11440531;4142144;9654641;9095672;10648693;22615159;10677091;56395583;9274851;-3148346;9118899;57382476;26141733
Dimitri Vegas & Like Mike vs. Quintino & MAD M.A.C. - Boing.mp3;24159408;14308244;1,38E+16;7,78E+15;[129.19921875];287;2,79E+15;8,90E+15;5,77E+16;-3319181;13094377;62581966;30608925;-3506685;30186674;2345726;14496872;1115962;17533619;17416988;13155892;76257224;1369151;8455352;11049828;28485065;9142953;10020213;9529886;36740828;8864537;4605008;74859366;11965884;8004878;5818242;24934152
Dimitri Vegas & Like Mike vs. Ummet Ozcan & Brennan Heart – Beast (All As One) [Extended Mix].mp3;26066393;106600985;1,59E+16;6,83E+15;[135.99917763];580;3,16E+15;8,44E+15;6,56E+15;30453038;9662183;62538074;36579803;-73672028;19211388;10523161;13145554;24585004;12257931;10788575;11462898;5331114;10661389;5131695;11381923;-38859806;10825314;29421444;10158252;-6753031;9113845;4709393;8431988;-13881607;7176391;47102955;27761447
Dimitri Vegas & Like Mike x David Guetta x Daddy Yankee x Afro Bros x Natti Natasha - Instagram (Bassjackers Remix).mp3;26070258;12606415;1,21E+16;7,05E+14;[129.19921875];456;2,71E+16;8,12E+14;5,54E+15;-30131945;71913925;7240544;31464489;-18662704;2741962;16794888;1708076;35588686;16064312;65932994;15971795;-16745354;13234644;65837235;1308017;-5976554;13708164;4945889;11081152;-36667662;10221227;7670574;977899;-5954663;9885868;43262917;29460248
Dimitri Vegas & Like Mike x Vini Vici x Liquid Soul - Untz Untz (Coone Remix).mp3;2835223;19267468;1,25E+16;8,93E+15;[151.99908088];432;2,96E+16;1,00E+16;6,15E+16;-42200737;1223429;6144075;3469652;9268049;2014684;23996748;17392254;10608364;12343809;12310249;11362107;32242667;10997265;69601774;10167447;-1837863;9181247;21663597;9716915;-32816318;8226725;31497347;8271693;8273848;74958086;52741355;28441116
Dimitri Vegas, Like Mike, Bassjackers, 2WEI - Mortal Kombat Anthem (Club Mix).mp3;32390887;17203526;1,24E+15;7,94E+15;[129.19921875];415;2,88E+15;8,76E+14;6,22E+15;16100897;86883484;6790762;3408434;-34058301;2213824;15104985;12278973;5088369;12616128;9956105;1054904;16673367;10782185;7305879;923421;1267465;9586232;39031422;9113595;-3702914;832573;-37170365;78437448;-3641409;7586199;426125;2988471
Dimitri Vegas, Like Mike, Bassjackers, 2WEI - Mortal Kombat Anthem (Dimitri Vegas vs. 2WEI Mortal Kombat 11 Trailer Mix).mp3;1778353;117620334;5,99E+15;3,89E+15;[89.10290948];138;1,65E+16;8,57E+15;3,69E+16;-12895958;15588641;10698743;3556424;7333868;27089405;25623207;11117128;11035772;9820587;14824081;7741214;4419631;10183966;11849974;6434432;47015595;7504575;8586647;71638346;21723967;72979436;32771401;52644057;-93882453;5548943;5155481;27291057
Dimitri Vegas, Like Mike, Paris Hilton - Best Friend's Ass (Dimitri Vegas & Like Mike Extended Remix).mp3;3594777;16201395;1,13E+16;9,70E+15;[129.19921875];492;2,74E+16;1,09E+16;6,02E+15;-22760124;117000244;7844425;3895529;-23998895;22762333;8473824;15029923;4461666;12541922;48258424;15863699;32575758;12230013;9001097;12942426;24225338;1135073;52317667;10251668;-15438042;10001432;3021772;9445053;-2835946;8829263;48417085;29762596
Dimitri Vegas, Like Mike, Paris Hilton - Best Friend's Ass (Dimitri Vegas & Like Mike Remix).mp3;38612977;13207595;1,15E+16;8,72E+15;[129.19921875];345;2,87E+15;9,68E+15;6,40E+15;143826475;7680923;7667338;3216593;60216217;1947463;8739571;1558999;5496167;12737351;12241681;15528357;18334736;11515829;76220837;11645947;13479965;10001932;4659608;9219218;-2740645;9196371;2500307;8528648;-27043605;8213032;46226645;3018279
Diplo - Get It Right VIP (feat. MØ & GoldLink).mp3;27090308;14030205;1,18E+16;7,46E+15;[161.49902344];444;2,54E+14;9,81E+15;5,07E+15;-4208863;99305824;8354621;44981987;-16094664;23457762;16473545;17253906;355416;16536081;78950324;15081502;95153534;12284304;22222972;10101667;-2395025;10928516;56640816;9098089;-8731429;10169106;6182733;10200952;27500508;10883208;40792322;2915361
Diplo - Revolution feat Faustix Imanos.mp3;260841;13772437;9,09E+11;7,63E+15;[151.99908088];621;2,43E+15;1,10E+15;5,19E+15;-83286446;9468865;77718315;39365517;-6530639;28517393;9665352;21831297;-48565367;17648262;-8140941;16818895;-33268845;13193391;12214675;13581392;49273386;14392509;63298593;12363276;-1277326;11748636;8995281;1161449;-5442367;12619323;41280878;307104
Disco Killerz feat. The 9Ds - Trust (Luca Testa Remix).mp3;29439056;10548168;9,96E+15;5,95E+15;[151.99908088];450;2,60E+14;8,33E+15;5,78E+15;-18108738;8458781;81722626;33916058;10659562;24130495;23819857;17477943;11089386;10794354;718321;9268169;-36112025;105218935;468082;9129737;3361745;8603998;10918121;8314128;10107691;98606825;57736406;9901886;35028229;75119476;42611775;28934544
Disfigure - Blank NCS Release.mp3;28969342;8849238;9,27E+15;4,09E+16;[92.28515625];322;2,82E+16;8,86E+15;6,15E+15;-2062762;8473591;7294045;3675126;-22249036;23122334;8107843;12116418;40487403;11491746;849124;10965369;1212534;110462055;6286243;10507466;75206643;9593318;54024267;9450405;6440427;79236135;5809889;79980807;13435875;843342;36661115;28704956
Disfigure - Blank VIP (feat. Tara Louise).mp3;17568581;10335654;1,72E+16;9,62E+15;[151.99908088];733;3,56E+15;1,09E+16;7,01E+15;-7170389;11300295;38201256;3437274;41964936;24467918;2540595;17138565;4198374;13827993;5250965;12258955;2005107;10430574;3180626;11076224;-37122297;974018;4033253;919771;-4680829;1107865;13690188;9517141;-4772036;11334077;42956161;29344606
Distrion & Electro-Light - Drakkar.mp3;25501555;10680972;1,56E+16;8,84E+15;[129.19921875];439;3,12E+16;1,09E+15;6,48E+15;-1154397;9748061;6670311;369642;10483595;19930714;11772313;14117173;14301622;11232318;6511083;8795766;-18685161;9642884;39243624;79385037;-1243176;835168;3030608;9407312;-4225503;77330236;31184704;69795637;12731206;77147985;4274724;29711393
DJ DEON - Haters Tai Kambing www.my-free-mp3.net .mp3;22525878;90752296;1,32E+16;6,67E+15;[129.19921875];496;2,64E+16;7,26E+15;5,32E+14;-32108555;11207439;7538988;26732344;-14703081;24712587;23941063;19297514;20284786;15475996;2259795;15639479;-23137002;13736144;6680304;11680282;-2459508;11185241;4078517;97459345;5951272;935235;28375504;9428644;-35642571;8593392;43220916;29418173
Dj Gollum - All of Your Love (Hands Up Extended Mix).mp3;32928467;110002816;1,33E+16;6,41E+15;[151.99908088];615;3,17E+16;8,41E+15;6,96E+15;1822537;964065;6628144;26534817;9763433;18296879;8120079;12178229;4248137;10138488;9283985;9707581;-10501465;78926954;54579177;8339439;13985254;75462546;32908986;8418393;-13516185;78993363;47711115;76630073;35410354;775426;43717968;2884364
Dj Gollum - All of Your Love (Hardstyle Mix).mp3;2752312;14405742;1,49E+16;7,54E+15;[151.99908088];471;3,27E+16;8,10E+15;6,97E+15;-14561796;9193151;5555304;29235058;11163709;22534555;17550207;15420802;-42408878;11867196;487123;13541622;-31852078;106519785;452423;10841043;2285652;8858348;46811664;9987993;13054439;9286085;72278156;9569345;27416098;9811182;37353677;29367417
Dj Gollum - I Wanna Be a Hippie (Radio Edit).mp3;34607318;96478954;1,75E+16;7,76E+15;[143.5546875];559;3,70E+15;7,75E+14;7,63E+15;35367893;64527916;5188558;24236315;18431593;1778421;7571967;10650319;-31710038;13140129;9330361;10777458;-8516288;11316796;4157533;9293072;-4224852;8761364;32341638;84695835;-65330756;8492605;30044706;7886783;5609528;7828083;40584746;29440185
Dj Gollum - Shining Star (Phillerz & Shinzo Remix).mp3;32825905;11412416;1,59E+16;8,00E+15;[143.5546875];552;3,40E+16;6,74E+15;7,29E+15;30281528;5736623;55896236;20307398;8887561;14981745;14856173;14408416;31411638;10491256;7153632;9444624;-2255386;9166579;27367587;9481225;-30938628;8941924;59742703;8922118;-2921778;8871331;28651588;7637997;-3430335;70878696;44820037;2844078
Dj Gollum - Sunglasses At Night (Hardstyle Mix).mp3;3079229;13134453;1,26E+16;5,19E+15;[151.99908088];409;2,78E+15;7,38E+15;6,04E+16;22057803;10369866;7697846;25686207;-2221629;21067627;899063;16359035;-8849239;13644181;8528407;15526814;-28728967;10740895;4691324;9146631;3875602;7994304;8369656;9611364;2190443;9033504;7485329;9323879;56877905;67048063;39785844;29035556
Dj Isaac - Fascinating Rhythm.mp3;3261656;16176346;1,13E+16;6,51E+15;[151.99908088];453;2,56E+16;8,75E+15;5,40E+16;-5570222;91644;8374591;3973988;-8743413;25455006;1633618;14585645;-48251313;13403175;8434666;12279375;36199793;10993211;36197784;10365536;17302922;89168415;5200765;8833869;-901394;79203305;5226337;9454589;4351932;7467628;42871886;29620934
Dj Isaac - Follow Me.mp3;30042383;17023416;1,08E+16;6,83E+14;[151.99908088];603;2,67E+16;8,44E+15;5,83E+15;-18704483;83701225;754995;31789112;-15909114;2365134;16386011;17388926;40928937;14397747;6357876;1257373;-27708352;12679775;28254619;11789589;-51358504;11594526;3411516;9266649;-42986975;905602;2206537;8000376;70356555;79192863;43330383;30462533
Dj Isaac - I Want You my-free-mp3s.com .mp3;29613248;19733159;9,88E+15;6,78E+15;[151.99908088];454;2,44E+15;9,56E+15;5,19E+15;-50050144;10983052;78229164;39798565;-79321985;31254948;140098505;17605734;19578806;17231417;15023042;15224962;6727601;12566252;5577848;12571661;92076235;11673447;56678476;1012661;25918365;8218195;52987633;9203939;-48511405;8344455;45437166;30885574
Dj Isaac - Loving You 2022.mp3;32594478;1557582;1,06E+15;6,67E+15;[151.99908088];498;2,81E+16;7,71E+15;6,24E+15;-2319454;9513027;63521008;25372458;212979;22995628;13842131;18631176;-4483117;16407822;850959;14461003;447441;11874065;5255565;13322793;34599757;8964008;72837763;9417757;-53606076;12338673;21056993;9012774;-44088006;11061577;39804724;313598
